2020-12-24 16:48:52,047:INFO:
=======
models:resnet34_unet,
epoch:21,
batch size:3
dataset:seg
========
2020-12-24 16:48:53,739:INFO:Epoch 0/20
2020-12-24 16:48:54,936:INFO:1/133,train_loss:0.669
2020-12-24 16:48:55,094:INFO:2/133,train_loss:0.645
2020-12-24 16:48:55,221:INFO:3/133,train_loss:0.615
2020-12-24 16:48:55,349:INFO:4/133,train_loss:0.574
2020-12-24 16:48:55,476:INFO:5/133,train_loss:0.519
2020-12-24 16:48:55,606:INFO:6/133,train_loss:0.446
2020-12-24 16:48:55,734:INFO:7/133,train_loss:0.361
2020-12-24 16:48:55,862:INFO:8/133,train_loss:0.273
2020-12-24 16:48:55,989:INFO:9/133,train_loss:0.190
2020-12-24 16:48:56,120:INFO:10/133,train_loss:0.129
2020-12-24 16:48:56,248:INFO:11/133,train_loss:0.082
2020-12-24 16:48:56,378:INFO:12/133,train_loss:0.076
2020-12-24 16:48:56,503:INFO:13/133,train_loss:0.076
2020-12-24 16:48:56,634:INFO:14/133,train_loss:0.076
2020-12-24 16:48:56,759:INFO:15/133,train_loss:0.082
2020-12-24 16:48:56,882:INFO:16/133,train_loss:0.083
2020-12-24 16:48:57,007:INFO:17/133,train_loss:0.071
2020-12-24 16:48:57,132:INFO:18/133,train_loss:0.089
2020-12-24 16:48:57,256:INFO:19/133,train_loss:0.074
2020-12-24 16:48:57,382:INFO:20/133,train_loss:0.072
2020-12-24 16:48:57,513:INFO:21/133,train_loss:0.047
2020-12-24 16:48:57,641:INFO:22/133,train_loss:0.063
2020-12-24 16:48:57,765:INFO:23/133,train_loss:0.045
2020-12-24 16:48:57,897:INFO:24/133,train_loss:0.046
2020-12-24 16:48:58,024:INFO:25/133,train_loss:0.056
2020-12-24 16:48:58,152:INFO:26/133,train_loss:0.052
2020-12-24 16:48:58,278:INFO:27/133,train_loss:0.051
2020-12-24 16:48:58,402:INFO:28/133,train_loss:0.052
2020-12-24 16:48:58,529:INFO:29/133,train_loss:0.049
2020-12-24 16:48:58,658:INFO:30/133,train_loss:0.040
2020-12-24 16:48:58,785:INFO:31/133,train_loss:0.045
2020-12-24 16:48:58,913:INFO:32/133,train_loss:0.041
2020-12-24 16:48:59,039:INFO:33/133,train_loss:0.043
2020-12-24 16:48:59,165:INFO:34/133,train_loss:0.038
2020-12-24 16:48:59,290:INFO:35/133,train_loss:0.043
2020-12-24 16:48:59,417:INFO:36/133,train_loss:0.036
2020-12-24 16:48:59,545:INFO:37/133,train_loss:0.037
2020-12-24 16:48:59,673:INFO:38/133,train_loss:0.042
2020-12-24 16:48:59,799:INFO:39/133,train_loss:0.039
2020-12-24 16:48:59,929:INFO:40/133,train_loss:0.035
2020-12-24 16:49:00,057:INFO:41/133,train_loss:0.034
2020-12-24 16:49:00,184:INFO:42/133,train_loss:0.033
2020-12-24 16:49:00,311:INFO:43/133,train_loss:0.043
2020-12-24 16:49:00,434:INFO:44/133,train_loss:0.037
2020-12-24 16:49:00,565:INFO:45/133,train_loss:0.037
2020-12-24 16:49:00,702:INFO:46/133,train_loss:0.034
2020-12-24 16:49:00,827:INFO:47/133,train_loss:0.035
2020-12-24 16:49:00,953:INFO:48/133,train_loss:0.034
2020-12-24 16:49:01,079:INFO:49/133,train_loss:0.033
2020-12-24 16:49:01,206:INFO:50/133,train_loss:0.031
2020-12-24 16:49:01,333:INFO:51/133,train_loss:0.030
2020-12-24 16:49:01,460:INFO:52/133,train_loss:0.031
2020-12-24 16:49:01,585:INFO:53/133,train_loss:0.042
2020-12-24 16:49:01,712:INFO:54/133,train_loss:0.023
2020-12-24 16:49:01,841:INFO:55/133,train_loss:0.045
2020-12-24 16:49:01,967:INFO:56/133,train_loss:0.029
2020-12-24 16:49:02,091:INFO:57/133,train_loss:0.026
2020-12-24 16:49:02,218:INFO:58/133,train_loss:0.036
2020-12-24 16:49:02,344:INFO:59/133,train_loss:0.037
2020-12-24 16:49:02,469:INFO:60/133,train_loss:0.031
2020-12-24 16:49:02,597:INFO:61/133,train_loss:0.030
2020-12-24 16:49:02,724:INFO:62/133,train_loss:0.035
2020-12-24 16:49:02,851:INFO:63/133,train_loss:0.031
2020-12-24 16:49:02,976:INFO:64/133,train_loss:0.037
2020-12-24 16:49:03,099:INFO:65/133,train_loss:0.040
2020-12-24 16:49:03,227:INFO:66/133,train_loss:0.037
2020-12-24 16:49:03,352:INFO:67/133,train_loss:0.029
