2020-12-28 18:35:33,897:INFO:
=======
models:unet++,
epoch:21,
batch size:4
dataset:seg
========
2020-12-28 18:35:35,336:INFO:Epoch 0/20
2020-12-28 18:35:36,215:INFO:1/300,train_loss:0.702
2020-12-28 18:35:36,302:INFO:2/300,train_loss:0.689
2020-12-28 18:35:36,380:INFO:3/300,train_loss:0.674
2020-12-28 18:35:36,463:INFO:4/300,train_loss:0.658
2020-12-28 18:35:36,537:INFO:5/300,train_loss:0.645
2020-12-28 18:35:36,617:INFO:6/300,train_loss:0.633
2020-12-28 18:35:36,694:INFO:7/300,train_loss:0.622
2020-12-28 18:35:36,769:INFO:8/300,train_loss:0.615
2020-12-28 18:35:36,845:INFO:9/300,train_loss:0.605
2020-12-28 18:35:36,927:INFO:10/300,train_loss:0.599
2020-12-28 18:35:37,001:INFO:11/300,train_loss:0.595
2020-12-28 18:35:37,079:INFO:12/300,train_loss:0.589
2020-12-28 18:35:37,153:INFO:13/300,train_loss:0.585
2020-12-28 18:35:37,229:INFO:14/300,train_loss:0.579
2020-12-28 18:35:37,304:INFO:15/300,train_loss:0.574
2020-12-28 18:35:37,378:INFO:16/300,train_loss:0.571
2020-12-28 18:35:37,454:INFO:17/300,train_loss:0.566
2020-12-28 18:35:37,527:INFO:18/300,train_loss:0.559
2020-12-28 18:35:37,601:INFO:19/300,train_loss:0.554
2020-12-28 18:35:37,674:INFO:20/300,train_loss:0.552
2020-12-28 18:35:37,750:INFO:21/300,train_loss:0.547
2020-12-28 18:35:37,824:INFO:22/300,train_loss:0.545
2020-12-28 18:35:37,901:INFO:23/300,train_loss:0.541
2020-12-28 18:35:37,975:INFO:24/300,train_loss:0.534
2020-12-28 18:35:38,054:INFO:25/300,train_loss:0.532
2020-12-28 18:35:38,134:INFO:26/300,train_loss:0.527
2020-12-28 18:35:38,211:INFO:27/300,train_loss:0.523
2020-12-28 18:35:38,288:INFO:28/300,train_loss:0.517
2020-12-28 18:35:38,368:INFO:29/300,train_loss:0.516
