2020-12-24 17:42:04,693:INFO:
=======
models:UNet,
epoch:21,
batch size:3
dataset:seg
========
2020-12-24 17:42:06,055:INFO:Epoch 0/20
2020-12-24 17:42:06,992:INFO:1/133,train_loss:0.823
2020-12-24 17:42:07,139:INFO:2/133,train_loss:0.799
2020-12-24 17:42:07,286:INFO:3/133,train_loss:0.779
2020-12-24 17:42:07,442:INFO:4/133,train_loss:0.763
2020-12-24 17:42:07,588:INFO:5/133,train_loss:0.750
2020-12-24 17:42:07,739:INFO:6/133,train_loss:0.737
2020-12-24 17:42:07,886:INFO:7/133,train_loss:0.728
2020-12-24 17:42:08,032:INFO:8/133,train_loss:0.716
2020-12-24 17:42:08,178:INFO:9/133,train_loss:0.706
2020-12-24 17:42:08,326:INFO:10/133,train_loss:0.696
2020-12-24 17:42:08,470:INFO:11/133,train_loss:0.686
2020-12-24 17:42:08,617:INFO:12/133,train_loss:0.675
2020-12-24 17:42:08,759:INFO:13/133,train_loss:0.667
2020-12-24 17:42:08,903:INFO:14/133,train_loss:0.657
2020-12-24 17:42:09,044:INFO:15/133,train_loss:0.653
2020-12-24 17:42:09,190:INFO:16/133,train_loss:0.643
2020-12-24 17:42:09,334:INFO:17/133,train_loss:0.638
2020-12-24 17:42:09,479:INFO:18/133,train_loss:0.630
2020-12-24 17:42:09,622:INFO:19/133,train_loss:0.624
2020-12-24 17:42:09,766:INFO:20/133,train_loss:0.615
2020-12-24 17:42:09,908:INFO:21/133,train_loss:0.609
2020-12-24 17:42:10,050:INFO:22/133,train_loss:0.604
2020-12-24 17:42:10,194:INFO:23/133,train_loss:0.597
2020-12-24 17:42:10,339:INFO:24/133,train_loss:0.589
2020-12-24 17:42:10,484:INFO:25/133,train_loss:0.588
2020-12-24 17:42:10,629:INFO:26/133,train_loss:0.583
2020-12-24 17:42:10,771:INFO:27/133,train_loss:0.578
2020-12-24 17:42:10,914:INFO:28/133,train_loss:0.576
2020-12-24 17:42:11,057:INFO:29/133,train_loss:0.571
2020-12-24 17:42:11,199:INFO:30/133,train_loss:0.567
2020-12-24 17:42:11,343:INFO:31/133,train_loss:0.564
2020-12-24 17:42:11,488:INFO:32/133,train_loss:0.559
2020-12-24 17:42:11,631:INFO:33/133,train_loss:0.555
2020-12-24 17:42:11,775:INFO:34/133,train_loss:0.550
2020-12-24 17:42:11,918:INFO:35/133,train_loss:0.548
2020-12-24 17:42:12,064:INFO:36/133,train_loss:0.541
2020-12-24 17:42:12,207:INFO:37/133,train_loss:0.539
2020-12-24 17:42:12,351:INFO:38/133,train_loss:0.536
2020-12-24 17:42:12,493:INFO:39/133,train_loss:0.533
2020-12-24 17:42:12,637:INFO:40/133,train_loss:0.529
2020-12-24 17:42:12,781:INFO:41/133,train_loss:0.525
2020-12-24 17:42:12,923:INFO:42/133,train_loss:0.521
2020-12-24 17:42:13,070:INFO:43/133,train_loss:0.519
2020-12-24 17:42:13,211:INFO:44/133,train_loss:0.517
2020-12-24 17:42:13,354:INFO:45/133,train_loss:0.513
2020-12-24 17:42:13,496:INFO:46/133,train_loss:0.511
2020-12-24 17:42:13,639:INFO:47/133,train_loss:0.506
2020-12-24 17:42:13,781:INFO:48/133,train_loss:0.510
2020-12-24 17:42:13,924:INFO:49/133,train_loss:0.499
2020-12-24 17:42:14,066:INFO:50/133,train_loss:0.495
2020-12-24 17:42:14,209:INFO:51/133,train_loss:0.491
2020-12-24 17:42:14,353:INFO:52/133,train_loss:0.488
2020-12-24 17:42:14,495:INFO:53/133,train_loss:0.486
2020-12-24 17:42:14,639:INFO:54/133,train_loss:0.479
2020-12-24 17:42:14,784:INFO:55/133,train_loss:0.479
2020-12-24 17:42:14,929:INFO:56/133,train_loss:0.476
2020-12-24 17:42:15,071:INFO:57/133,train_loss:0.471
2020-12-24 17:42:15,212:INFO:58/133,train_loss:0.469
2020-12-24 17:42:15,352:INFO:59/133,train_loss:0.467
2020-12-24 17:42:15,491:INFO:60/133,train_loss:0.461
2020-12-24 17:42:15,636:INFO:61/133,train_loss:0.459
2020-12-24 17:42:15,779:INFO:62/133,train_loss:0.456
2020-12-24 17:42:15,920:INFO:63/133,train_loss:0.451
2020-12-24 17:42:16,063:INFO:64/133,train_loss:0.449
2020-12-24 17:42:16,206:INFO:65/133,train_loss:0.447
2020-12-24 17:42:16,352:INFO:66/133,train_loss:0.442
2020-12-24 17:42:16,494:INFO:67/133,train_loss:0.440
2020-12-24 17:42:16,637:INFO:68/133,train_loss:0.435
2020-12-24 17:42:16,782:INFO:69/133,train_loss:0.432
2020-12-24 17:42:16,923:INFO:70/133,train_loss:0.430
2020-12-24 17:42:17,066:INFO:71/133,train_loss:0.425
2020-12-24 17:42:17,211:INFO:72/133,train_loss:0.424
2020-12-24 17:42:17,356:INFO:73/133,train_loss:0.420
2020-12-24 17:42:17,504:INFO:74/133,train_loss:0.417
2020-12-24 17:42:17,646:INFO:75/133,train_loss:0.412
2020-12-24 17:42:17,788:INFO:76/133,train_loss:0.409
2020-12-24 17:42:17,935:INFO:77/133,train_loss:0.407
2020-12-24 17:42:18,079:INFO:78/133,train_loss:0.404
2020-12-24 17:42:18,223:INFO:79/133,train_loss:0.401
2020-12-24 17:42:18,367:INFO:80/133,train_loss:0.398
2020-12-24 17:42:18,513:INFO:81/133,train_loss:0.393
2020-12-24 17:42:18,656:INFO:82/133,train_loss:0.391
2020-12-24 17:42:18,800:INFO:83/133,train_loss:0.389
2020-12-24 17:42:18,943:INFO:84/133,train_loss:0.385
2020-12-24 17:42:19,086:INFO:85/133,train_loss:0.383
2020-12-24 17:42:19,230:INFO:86/133,train_loss:0.383
2020-12-24 17:42:19,373:INFO:87/133,train_loss:0.376
2020-12-24 17:42:19,518:INFO:88/133,train_loss:0.374
2020-12-24 17:42:19,662:INFO:89/133,train_loss:0.371
2020-12-24 17:42:19,805:INFO:90/133,train_loss:0.368
2020-12-24 17:42:19,951:INFO:91/133,train_loss:0.366
2020-12-24 17:42:20,096:INFO:92/133,train_loss:0.362
2020-12-24 17:42:20,240:INFO:93/133,train_loss:0.358
2020-12-24 17:42:20,383:INFO:94/133,train_loss:0.354
2020-12-24 17:42:20,528:INFO:95/133,train_loss:0.354
2020-12-24 17:42:20,670:INFO:96/133,train_loss:0.350
2020-12-24 17:42:20,815:INFO:97/133,train_loss:0.346
2020-12-24 17:42:20,960:INFO:98/133,train_loss:0.344
2020-12-24 17:42:21,103:INFO:99/133,train_loss:0.342
2020-12-24 17:42:21,247:INFO:100/133,train_loss:0.335
2020-12-24 17:42:21,389:INFO:101/133,train_loss:0.336
2020-12-24 17:42:21,534:INFO:102/133,train_loss:0.333
2020-12-24 17:42:21,678:INFO:103/133,train_loss:0.329
2020-12-24 17:42:21,822:INFO:104/133,train_loss:0.327
2020-12-24 17:42:21,966:INFO:105/133,train_loss:0.324
2020-12-24 17:42:22,111:INFO:106/133,train_loss:0.321
2020-12-24 17:42:22,252:INFO:107/133,train_loss:0.318
2020-12-24 17:42:22,403:INFO:108/133,train_loss:0.316
2020-12-24 17:42:22,555:INFO:109/133,train_loss:0.313
2020-12-24 17:42:22,708:INFO:110/133,train_loss:0.310
2020-12-24 17:42:22,856:INFO:111/133,train_loss:0.305
2020-12-24 17:42:23,006:INFO:112/133,train_loss:0.305
2020-12-24 17:42:23,149:INFO:113/133,train_loss:0.303
2020-12-24 17:42:23,295:INFO:114/133,train_loss:0.299
2020-12-24 17:42:23,438:INFO:115/133,train_loss:0.296
2020-12-24 17:42:23,584:INFO:116/133,train_loss:0.292
2020-12-24 17:42:23,726:INFO:117/133,train_loss:0.292
2020-12-24 17:42:23,870:INFO:118/133,train_loss:0.285
2020-12-24 17:42:24,013:INFO:119/133,train_loss:0.285
2020-12-24 17:42:24,158:INFO:120/133,train_loss:0.283
2020-12-24 17:42:24,301:INFO:121/133,train_loss:0.282
2020-12-24 17:42:24,444:INFO:122/133,train_loss:0.276
2020-12-24 17:42:24,588:INFO:123/133,train_loss:0.277
2020-12-24 17:42:24,730:INFO:124/133,train_loss:0.273
2020-12-24 17:42:24,872:INFO:125/133,train_loss:0.268
2020-12-24 17:42:25,016:INFO:126/133,train_loss:0.265
2020-12-24 17:42:25,159:INFO:127/133,train_loss:0.266
2020-12-24 17:42:25,301:INFO:128/133,train_loss:0.264
2020-12-24 17:42:25,444:INFO:129/133,train_loss:0.264
2020-12-24 17:42:25,587:INFO:130/133,train_loss:0.259
2020-12-24 17:42:25,732:INFO:131/133,train_loss:0.257
2020-12-24 17:42:25,876:INFO:132/133,train_loss:0.255
2020-12-24 17:42:26,017:INFO:133/133,train_loss:0.253
2020-12-24 17:44:42,218:INFO:Miou=0.000000,aver_hd=2.000000,aver_dice=0.000000
2020-12-24 17:44:42,218:INFO:epoch 0 loss:60.695
2020-12-24 17:44:42,222:INFO:Epoch 1/20
2020-12-24 17:44:42,387:INFO:1/133,train_loss:0.251
2020-12-24 17:44:42,528:INFO:2/133,train_loss:0.249
2020-12-24 17:44:42,675:INFO:3/133,train_loss:0.249
2020-12-24 17:44:42,818:INFO:4/133,train_loss:0.244
2020-12-24 17:44:42,963:INFO:5/133,train_loss:0.242
2020-12-24 17:44:43,108:INFO:6/133,train_loss:0.237
2020-12-24 17:44:43,253:INFO:7/133,train_loss:0.235
2020-12-24 17:44:43,396:INFO:8/133,train_loss:0.235
2020-12-24 17:44:43,540:INFO:9/133,train_loss:0.233
2020-12-24 17:44:43,685:INFO:10/133,train_loss:0.234
2020-12-24 17:44:43,827:INFO:11/133,train_loss:0.226
2020-12-24 17:44:43,970:INFO:12/133,train_loss:0.226
2020-12-24 17:44:44,114:INFO:13/133,train_loss:0.225
2020-12-24 17:44:44,258:INFO:14/133,train_loss:0.224
2020-12-24 17:44:44,401:INFO:15/133,train_loss:0.221
2020-12-24 17:44:44,543:INFO:16/133,train_loss:0.218
2020-12-24 17:44:44,690:INFO:17/133,train_loss:0.214
2020-12-24 17:44:44,834:INFO:18/133,train_loss:0.216
2020-12-24 17:44:44,978:INFO:19/133,train_loss:0.213
2020-12-24 17:44:45,122:INFO:20/133,train_loss:0.212
2020-12-24 17:44:45,267:INFO:21/133,train_loss:0.204
2020-12-24 17:44:45,409:INFO:22/133,train_loss:0.208
2020-12-24 17:44:45,554:INFO:23/133,train_loss:0.202
2020-12-24 17:44:45,699:INFO:24/133,train_loss:0.199
2020-12-24 17:44:45,842:INFO:25/133,train_loss:0.202
